#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 
11.60 4.01 -32.43 -28.42 5.00 0.93 0.27 -0.74 0.12 -0.26 0.60 5.00 0.32 1.30 0.23 0.16 0.59 -0.89 
11.61 4.03 -32.51 -28.48 5.00 0.93 0.26 -0.74 0.12 -0.25 0.61 5.00 0.32 1.30 0.22 0.17 0.58 -0.89 
11.62 4.05 -32.60 -28.55 5.00 0.93 0.26 -0.73 0.11 -0.24 0.62 5.00 0.33 1.31 0.21 0.17 0.57 -0.90 
11.63 4.07 -32.68 -28.61 5.00 0.94 0.26 -0.73 0.11 -0.24 0.62 5.00 0.33 1.31 0.20 0.17 0.57 -0.91 
11.64 4.09 -32.77 -28.68 5.00 0.94 0.26 -0.72 0.10 -0.23 0.63 5.00 0.33 1.32 0.19 0.18 0.56 -0.91 
11.65 4.12 -32.86 -28.74 5.00 0.94 0.25 -0.71 0.10 -0.22 0.63 5.00 0.33 1.32 0.18 0.18 0.55 -0.92 
11.66 4.14 -32.95 -28.81 5.00 0.94 0.25 -0.71 0.10 -0.21 0.64 5.00 0.33 1.33 0.17 0.19 0.54 -0.93 
11.67 4.16 -33.04 -28.88 5.00 0.94 0.25 -0.70 0.09 -0.21 0.65 5.00 0.34 1.34 0.16 0.19 0.54 -0.93 
11.68 4.18 -33.13 -28.95 5.00 0.94 0.25 -0.69 0.09 -0.20 0.65 5.00 0.34 1.34 0.15 0.20 0.53 -0.94 
11.69 4.21 -33.23 -29.02 5.00 0.94 0.25 -0.69 0.08 -0.19 0.66 5.00 0.34 1.35 0.14 0.20 0.52 -0.95 
11.70 4.23 -33.32 -29.09 5.00 0.94 0.24 -0.68 0.08 -0.18 0.67 5.00 0.34 1.35 0.13 0.20 0.51 -0.95 
11.71 4.25 -33.42 -29.16 5.00 0.94 0.24 -0.67 0.07 -0.17 0.67 5.00 0.34 1.36 0.13 0.21 0.50 -0.96 
11.72 4.28 -33.52 -29.24 5.00 0.94 0.24 -0.67 0.07 -0.17 0.68 5.00 0.35 1.36 0.12 0.21 0.49 -0.96 
11.73 4.30 -33.61 -29.31 5.00 0.94 0.24 -0.66 0.07 -0.16 0.68 5.00 0.35 1.37 0.11 0.22 0.49 -0.97 
11.74 4.33 -33.71 -29.39 5.00 0.94 0.24 -0.65 0.06 -0.15 0.69 5.00 0.35 1.37 0.10 0.22 0.48 -0.98 
11.75 4.35 -33.81 -29.46 5.00 0.95 0.24 -0.65 0.06 -0.14 0.70 5.00 0.35 1.38 0.09 0.23 0.47 -0.98 
11.76 4.38 -33.92 -29.54 5.00 0.95 0.23 -0.64 0.05 -0.13 0.70 5.00 0.35 1.38 0.08 0.23 0.46 -0.99 
11.77 4.40 -34.02 -29.61 5.00 0.95 0.23 -0.63 0.05 -0.12 0.71 5.00 0.36 1.38 0.07 0.24 0.45 -0.99 
11.78 4.43 -34.12 -29.69 5.00 0.95 0.23 -0.63 0.04 -0.11 0.71 5.00 0.36 1.39 0.06 0.24 0.44 -1.00 
11.79 4.46 -34.23 -29.77 5.00 0.95 0.23 -0.62 0.04 -0.10 0.72 5.00 0.36 1.39 0.05 0.25 0.43 -1.00 
11.80 4.48 -34.33 -29.85 5.00 0.95 0.23 -0.61 0.03 -0.10 0.72 5.00 0.36 1.40 0.04 0.25 0.42 -1.01 
11.81 4.51 -34.44 -29.93 5.00 0.95 0.23 -0.60 0.03 -0.09 0.73 5.00 0.37 1.40 0.03 0.25 0.41 -1.01 
11.82 4.54 -34.55 -30.01 5.00 0.95 0.23 -0.60 0.02 -0.08 0.73 5.00 0.37 1.41 0.02 0.26 0.40 -1.02 
11.83 4.56 -34.66 -30.10 5.00 0.95 0.23 -0.59 0.02 -0.07 0.74 5.00 0.37 1.41 0.01 0.26 0.39 -1.02 
11.84 4.59 -34.77 -30.18 5.00 0.95 0.23 -0.58 0.01 -0.06 0.74 5.00 0.37 1.41 -0.00 0.27 0.39 -1.03 
11.85 4.62 -34.88 -30.26 5.00 0.95 0.23 -0.57 0.01 -0.05 0.75 5.00 0.38 1.42 -0.01 0.27 0.38 -1.03 
11.86 4.65 -34.99 -30.35 5.00 0.95 0.23 -0.57 0.00 -0.04 0.75 5.00 0.38 1.42 -0.03 0.28 0.37 -1.04 
11.87 4.68 -35.11 -30.43 5.00 0.95 0.23 -0.56 -0.00 -0.03 0.76 5.00 0.38 1.42 -0.04 0.28 0.35 -1.04 
11.88 4.70 -35.22 -30.52 5.00 0.95 0.23 -0.55 -0.01 -0.02 0.76 5.00 0.39 1.43 -0.05 0.29 0.34 -1.05 
11.89 4.73 -35.34 -30.61 5.00 0.95 0.23 -0.54 -0.01 -0.01 0.77 5.00 0.39 1.43 -0.06 0.29 0.33 -1.05 
11.90 4.76 -35.46 -30.70 5.00 0.95 0.23 -0.54 -0.02 0.01 0.77 5.00 0.39 1.43 -0.07 0.30 0.32 -1.06 
11.91 4.78 -35.58 -30.80 5.00 0.95 0.23 -0.53 -0.02 0.01 0.77 5.00 0.40 1.44 -0.08 0.30 0.32 -1.06 
11.92 4.79 -35.69 -30.90 5.00 0.95 0.23 -0.52 -0.02 0.02 0.77 5.00 0.40 1.44 -0.09 0.30 0.31 -1.06 
11.93 4.80 -35.80 -31.00 5.00 0.95 0.23 -0.51 -0.02 0.02 0.78 5.00 0.40 1.44 -0.10 0.31 0.31 -1.06 
11.94 4.82 -35.91 -31.09 5.00 0.95 0.23 -0.51 -0.02 0.03 0.78 5.00 0.40 1.45 -0.11 0.31 0.30 -1.06 
11.95 4.83 -36.02 -31.19 5.00 0.95 0.23 -0.50 -0.03 0.03 0.78 5.00 0.41 1.45 -0.12 0.31 0.30 -1.07 
11.96 4.84 -36.12 -31.28 5.00 0.95 0.23 -0.49 -0.03 0.04 0.78 5.00 0.41 1.45 -0.13 0.31 0.29 -1.07 
11.97 4.86 -36.22 -31.37 5.00 0.95 0.23 -0.48 -0.03 0.04 0.78 5.00 0.41 1.46 -0.14 0.32 0.29 -1.07 
11.98 4.87 -36.32 -31.45 5.00 0.95 0.23 -0.47 -0.03 0.05 0.79 5.00 0.42 1.46 -0.15 0.32 0.28 -1.07 
11.99 4.88 -36.42 -31.54 5.00 0.95 0.23 -0.47 -0.04 0.05 0.79 5.00 0.42 1.46 -0.16 0.32 0.27 -1.07 
12.00 4.89 -36.51 -31.62 5.00 0.95 0.23 -0.46 -0.04 0.06 0.79 5.00 0.42 1.46 -0.17 0.32 0.27 -1.07 
12.01 4.90 -36.60 -31.70 5.00 0.94 0.23 -0.45 -0.04 0.07 0.79 5.00 0.43 1.47 -0.18 0.33 0.26 -1.08 
12.02 4.91 -36.69 -31.78 5.00 0.94 0.23 -0.44 -0.04 0.07 0.79 5.00 0.43 1.47 -0.20 0.33 0.26 -1.08 
12.03 4.92 -36.77 -31.85 5.00 0.94 0.23 -0.43 -0.05 0.08 0.79 5.00 0.43 1.47 -0.21 0.33 0.25 -1.08 
12.04 4.93 -36.85 -31.92 5.00 0.94 0.23 -0.43 -0.05 0.08 0.79 5.00 0.44 1.47 -0.22 0.33 0.25 -1.08 
12.05 4.94 -36.93 -31.99 5.00 0.94 0.23 -0.42 -0.05 0.09 0.79 5.00 0.44 1.48 -0.23 0.33 0.24 -1.08 
12.06 4.95 -37.00 -32.05 5.00 0.94 0.23 -0.41 -0.05 0.09 0.79 5.00 0.44 1.48 -0.24 0.34 0.23 -1.08 
12.07 4.96 -37.07 -32.11 5.00 0.94 0.24 -0.40 -0.06 0.10 0.80 5.00 0.45 1.48 -0.25 0.34 0.23 -1.08 
12.08 4.96 -37.14 -32.17 5.00 0.94 0.24 -0.39 -0.06 0.11 0.80 5.00 0.45 1.48 -0.26 0.34 0.22 -1.08 
12.09 4.97 -37.20 -32.22 5.00 0.94 0.24 -0.39 -0.06 0.11 0.80 5.00 0.45 1.49 -0.27 0.34 0.22 -1.08 
12.10 4.98 -37.25 -32.28 5.00 0.94 0.24 -0.38 -0.06 0.12 0.80 5.00 0.46 1.49 -0.28 0.35 0.21 -1.08 
12.11 4.99 -37.31 -32.32 5.00 0.94 0.24 -0.37 -0.06 0.12 0.80 5.00 0.46 1.49 -0.29 0.35 0.21 -1.08 
12.12 4.99 -37.36 -32.37 5.00 0.94 0.24 -0.36 -0.07 0.13 0.80 5.00 0.46 1.49 -0.30 0.35 0.20 -1.08 
12.13 5.00 -37.40 -32.41 5.00 0.94 0.24 -0.35 -0.07 0.13 0.80 5.00 0.47 1.49 -0.31 0.35 0.19 -1.08 
12.14 5.00 -37.45 -32.45 5.00 0.94 0.24 -0.35 -0.07 0.14 0.80 5.00 0.47 1.49 -0.33 0.35 0.19 -1.08 
12.15 5.01 -37.48 -32.48 5.00 0.94 0.25 -0.34 -0.07 0.15 0.80 5.00 0.47 1.50 -0.34 0.36 0.18 -1.08 
12.16 5.01 -37.52 -32.51 5.00 0.94 0.25 -0.33 -0.08 0.15 0.80 5.00 0.48 1.50 -0.35 0.36 0.18 -1.08 
12.17 5.01 -37.55 -32.53 5.00 0.93 0.25 -0.32 -0.08 0.16 0.80 5.00 0.48 1.50 -0.36 0.36 0.17 -1.08 
12.18 5.02 -37.57 -32.55 5.00 0.93 0.25 -0.31 -0.08 0.16 0.80 5.00 0.49 1.50 -0.37 0.36 0.16 -1.08 
12.19 5.02 -37.59 -32.57 5.00 0.93 0.25 -0.31 -0.08 0.17 0.80 5.00 0.49 1.50 -0.38 0.37 0.16 -1.08 
12.20 5.02 -37.61 -32.59 5.00 0.93 0.25 -0.30 -0.08 0.18 0.80 5.00 0.49 1.51 -0.39 0.37 0.15 -1.08 
12.21 5.02 -37.62 -32.60 5.00 0.93 0.26 -0.29 -0.09 0.18 0.80 5.00 0.50 1.51 -0.40 0.37 0.15 -1.08 
12.22 5.02 -37.62 -32.60 5.00 0.93 0.26 -0.28 -0.09 0.19 0.80 5.00 0.50 1.51 -0.41 0.37 0.14 -1.08 
12.23 5.02 -37.63 -32.60 5.00 0.93 0.26 -0.28 -0.09 0.19 0.80 5.00 0.50 1.51 -0.42 0.37 0.14 -1.08 
12.24 5.02 -37.63 -32.60 5.00 0.93 0.26 -0.27 -0.09 0.20 0.80 5.00 0.51 1.51 -0.43 0.38 0.13 -1.08 
12.25 5.02 -37.62 -32.60 5.00 0.93 0.26 -0.26 -0.09 0.21 0.79 5.00 0.51 1.51 -0.44 0.38 0.12 -1.08 
12.26 5.02 -37.61 -32.59 5.00 0.93 0.27 -0.25 -0.10 0.21 0.79 5.00 0.52 1.51 -0.46 0.38 0.12 -1.08 
12.27 5.02 -37.59 -32.57 5.00 0.93 0.27 -0.24 -0.10 0.22 0.79 5.00 0.52 1.51 -0.47 0.38 0.11 -1.08 
12.28 5.02 -37.57 -32.55 5.00 0.93 0.27 -0.24 -0.10 0.22 0.79 5.00 0.52 1.52 -0.48 0.38 0.11 -1.08 
12.29 5.02 -37.55 -32.53 5.00 0.92 0.27 -0.23 -0.10 0.23 0.79 5.00 0.53 1.52 -0.49 0.39 0.10 -1.08 
12.30 5.01 -37.52 -32.51 5.00 0.92 0.27 -0.22 -0.10 0.23 0.79 5.00 0.53 1.52 -0.50 0.39 0.09 -1.08 
12.31 5.01 -37.49 -32.48 5.00 0.92 0.28 -0.21 -0.11 0.24 0.79 5.00 0.53 1.52 -0.51 0.39 0.09 -1.07 
12.32 5.01 -37.45 -32.44 5.00 0.92 0.28 -0.20 -0.11 0.25 0.79 5.00 0.54 1.52 -0.52 0.39 0.08 -1.07 
12.33 5.00 -37.41 -32.41 5.00 0.92 0.28 -0.20 -0.11 0.25 0.79 5.00 0.54 1.52 -0.53 0.39 0.08 -1.07 
12.34 5.00 -37.36 -32.37 5.00 0.92 0.28 -0.19 -0.11 0.26 0.78 5.00 0.55 1.52 -0.54 0.39 0.07 -1.07 
12.35 4.99 -37.32 -32.32 5.00 0.92 0.29 -0.18 -0.11 0.26 0.78 5.00 0.55 1.52 -0.55 0.40 0.07 -1.07 
12.36 4.99 -37.26 -32.28 5.00 0.92 0.29 -0.17 -0.11 0.27 0.78 5.00 0.55 1.52 -0.56 0.40 0.06 -1.07 
12.37 4.98 -37.20 -32.22 5.00 0.92 0.29 -0.16 -0.12 0.27 0.78 5.00 0.56 1.52 -0.57 0.40 0.05 -1.06 
12.38 4.97 -37.14 -32.17 5.00 0.91 0.30 -0.16 -0.12 0.28 0.78 5.00 0.56 1.52 -0.58 0.40 0.05 -1.06 
12.39 4.97 -37.08 -32.11 5.00 0.91 0.30 -0.15 -0.12 0.29 0.77 5.00 0.57 1.52 -0.59 0.40 0.04 -1.06 
12.40 4.96 -37.01 -32.05 5.00 0.91 0.30 -0.14 -0.12 0.29 0.77 5.00 0.57 1.52 -0.61 0.40 0.04 -1.06 
12.41 4.95 -36.94 -31.99 5.00 0.91 0.30 -0.13 -0.12 0.30 0.77 5.00 0.57 1.52 -0.62 0.41 0.03 -1.06 
12.42 4.94 -36.86 -31.92 5.00 0.91 0.31 -0.13 -0.12 0.30 0.77 5.00 0.58 1.52 -0.63 0.41 0.03 -1.05 
12.43 4.93 -36.78 -31.85 5.00 0.91 0.31 -0.12 -0.13 0.31 0.77 5.00 0.58 1.52 -0.64 0.41 0.02 -1.05 
12.44 4.92 -36.70 -31.77 5.00 0.91 0.31 -0.11 -0.13 0.31 0.76 5.00 0.59 1.52 -0.65 0.41 0.01 -1.05 
12.45 4.91 -36.61 -31.70 5.00 0.91 0.32 -0.10 -0.13 0.32 0.76 5.00 0.59 1.52 -0.66 0.41 0.01 -1.05 
12.46 4.90 -36.52 -31.62 5.00 0.90 0.32 -0.10 -0.13 0.33 0.76 5.00 0.59 1.52 -0.67 0.41 0.00 -1.04 
12.47 4.89 -36.43 -31.54 5.00 0.90 0.32 -0.09 -0.13 0.33 0.76 5.00 0.60 1.52 -0.68 0.42 -0.00 -1.04 
12.48 4.88 -36.33 -31.45 5.00 0.90 0.33 -0.08 -0.13 0.34 0.75 5.00 0.60 1.52 -0.69 0.42 -0.01 -1.04 
12.49 4.87 -36.24 -31.37 5.00 0.90 0.33 -0.07 -0.13 0.34 0.75 5.00 0.61 1.52 -0.70 0.42 -0.01 -1.04 
12.50 4.86 -36.13 -31.28 5.00 0.90 0.33 -0.07 -0.14 0.35 0.75 5.00 0.61 1.52 -0.71 0.42 -0.02 -1.03 
12.51 4.85 -36.03 -31.18 5.00 0.90 0.34 -0.06 -0.14 0.35 0.74 5.00 0.62 1.52 -0.72 0.42 -0.02 -1.03 
12.52 4.83 -35.92 -31.09 5.00 0.90 0.34 -0.05 -0.14 0.36 0.74 5.00 0.62 1.52 -0.73 0.42 -0.03 -1.03 
12.53 4.82 -35.81 -30.99 5.00 0.89 0.34 -0.04 -0.14 0.36 0.74 5.00 0.62 1.52 -0.74 0.42 -0.03 -1.02 
12.54 4.81 -35.70 -30.90 5.00 0.89 0.35 -0.04 -0.14 0.37 0.74 5.00 0.63 1.52 -0.75 0.42 -0.04 -1.02 
12.55 4.79 -35.59 -30.80 5.00 0.89 0.35 -0.03 -0.14 0.37 0.73 5.00 0.63 1.52 -0.76 0.43 -0.05 -1.02 
12.56 4.78 -35.47 -30.70 5.00 0.89 0.36 -0.02 -0.14 0.38 0.73 5.00 0.64 1.52 -0.77 0.43 -0.05 -1.02 
12.57 4.76 -35.36 -30.59 5.00 0.89 0.36 -0.01 -0.14 0.38 0.73 5.00 0.64 1.52 -0.78 0.43 -0.06 -1.01 
12.58 4.75 -35.24 -30.49 5.00 0.89 0.36 -0.01 -0.15 0.39 0.72 5.00 0.65 1.52 -0.79 0.43 -0.06 -1.01 
12.59 4.72 -35.12 -30.40 5.00 0.89 0.37 0.00 -0.15 0.40 0.72 5.00 0.65 1.52 -0.80 0.43 -0.07 -1.00 
12.60 4.69 -35.00 -30.31 5.00 0.88 0.37 0.01 -0.15 0.41 0.71 5.00 0.65 1.52 -0.81 0.43 -0.08 -0.99 
12.61 4.66 -34.88 -30.22 5.00 0.88 0.38 0.01 -0.15 0.42 0.70 5.00 0.66 1.52 -0.82 0.43 -0.09 -0.99 
12.62 4.63 -34.77 -30.14 5.00 0.88 0.38 0.02 -0.15 0.43 0.69 5.00 0.66 1.52 -0.83 0.44 -0.10 -0.98 
12.63 4.60 -34.66 -30.05 5.00 0.88 0.38 0.03 -0.16 0.44 0.69 5.00 0.67 1.52 -0.84 0.44 -0.11 -0.97 
12.64 4.58 -34.54 -29.97 5.00 0.88 0.39 0.04 -0.16 0.45 0.68 5.00 0.67 1.51 -0.85 0.44 -0.12 -0.97 
12.65 4.55 -34.43 -29.89 5.00 0.88 0.39 0.04 -0.16 0.46 0.67 5.00 0.68 1.51 -0.86 0.44 -0.13 -0.96 
12.66 4.52 -34.32 -29.80 5.00 0.87 0.40 0.05 -0.16 0.47 0.67 5.00 0.68 1.51 -0.87 0.44 -0.14 -0.95 
12.67 4.49 -34.21 -29.72 5.00 0.87 0.40 0.06 -0.16 0.48 0.66 5.00 0.68 1.51 -0.88 0.45 -0.15 -0.94 
12.68 4.47 -34.11 -29.64 5.00 0.87 0.41 0.06 -0.16 0.48 0.65 5.00 0.69 1.51 -0.89 0.45 -0.16 -0.94 
12.69 4.44 -34.00 -29.56 5.00 0.87 0.41 0.07 -0.16 0.49 0.64 5.00 0.69 1.51 -0.90 0.45 -0.16 -0.93 
12.70 4.41 -33.89 -29.48 5.00 0.87 0.42 0.07 -0.17 0.50 0.64 5.00 0.70 1.51 -0.91 0.45 -0.17 -0.92 
12.71 4.39 -33.79 -29.40 5.00 0.87 0.42 0.08 -0.17 0.51 0.63 5.00 0.70 1.50 -0.92 0.45 -0.18 -0.91 
12.72 4.36 -33.69 -29.33 5.00 0.87 0.43 0.09 -0.17 0.52 0.62 5.00 0.71 1.50 -0.92 0.45 -0.19 -0.91 
12.73 4.33 -33.59 -29.25 5.00 0.86 0.43 0.09 -0.17 0.53 0.61 5.00 0.71 1.50 -0.93 0.45 -0.20 -0.90 
12.74 4.31 -33.49 -29.18 5.00 0.86 0.44 0.10 -0.17 0.53 0.60 5.00 0.72 1.50 -0.94 0.45 -0.21 -0.89 
12.75 4.28 -33.39 -29.10 5.00 0.86 0.44 0.11 -0.17 0.54 0.60 5.00 0.72 1.50 -0.95 0.46 -0.21 -0.88 
12.76 4.26 -33.29 -29.03 5.00 0.86 0.45 0.11 -0.17 0.55 0.59 5.00 0.73 1.49 -0.96 0.46 -0.22 -0.88 
12.77 4.24 -33.19 -28.96 5.00 0.86 0.45 0.12 -0.17 0.56 0.58 5.00 0.73 1.49 -0.97 0.46 -0.23 -0.87 
12.78 4.21 -33.10 -28.88 5.00 0.85 0.46 0.12 -0.18 0.57 0.57 5.00 0.73 1.49 -0.98 0.46 -0.24 -0.86 
12.79 4.19 -33.00 -28.81 5.00 0.85 0.47 0.13 -0.18 0.57 0.57 5.00 0.74 1.49 -0.99 0.46 -0.24 -0.85 
12.80 4.16 -32.91 -28.74 5.00 0.85 0.47 0.13 -0.18 0.58 0.56 5.00 0.74 1.48 -0.99 0.46 -0.25 -0.84 
12.81 4.14 -32.82 -28.67 5.00 0.85 0.48 0.14 -0.18 0.59 0.55 5.00 0.75 1.48 -1.00 0.46 -0.26 -0.84 
12.82 4.12 -32.72 -28.61 5.00 0.85 0.48 0.14 -0.18 0.60 0.54 5.00 0.75 1.48 -1.01 0.46 -0.27 -0.83 
12.83 4.09 -32.63 -28.54 5.00 0.85 0.49 0.15 -0.18 0.60 0.53 5.00 0.76 1.48 -1.02 0.46 -0.27 -0.82 
12.84 4.07 -32.54 -28.47 5.00 0.84 0.50 0.16 -0.18 0.61 0.52 5.00 0.76 1.47 -1.03 0.46 -0.28 -0.81 
12.85 4.05 -32.46 -28.41 5.00 0.84 0.50 0.16 -0.18 0.62 0.52 5.00 0.77 1.47 -1.04 0.46 -0.29 -0.80 
12.86 4.03 -32.37 -28.34 5.00 0.84 0.51 0.17 -0.18 0.62 0.51 5.00 0.77 1.47 -1.04 0.46 -0.29 -0.79 
12.87 4.01 -32.28 -28.28 5.00 0.84 0.51 0.17 -0.18 0.63 0.50 5.00 0.78 1.46 -1.05 0.46 -0.30 -0.79 
12.88 3.99 -32.20 -28.21 5.00 0.84 0.52 0.18 -0.18 0.64 0.49 5.00 0.78 1.46 -1.06 0.46 -0.31 -0.78 
12.89 3.96 -32.12 -28.15 5.00 0.83 0.53 0.18 -0.18 0.64 0.48 5.00 0.79 1.46 -1.07 0.47 -0.31 -0.77 
12.90 3.94 -32.03 -28.09 5.00 0.83 0.53 0.18 -0.18 0.65 0.48 5.00 0.79 1.45 -1.07 0.47 -0.32 -0.76 
12.91 3.92 -31.95 -28.03 5.00 0.83 0.54 0.19 -0.18 0.65 0.47 5.00 0.80 1.45 -1.08 0.47 -0.33 -0.75 
12.92 3.90 -31.87 -27.97 5.00 0.83 0.55 0.19 -0.18 0.66 0.46 5.00 0.80 1.45 -1.09 0.47 -0.33 -0.75 
12.93 3.88 -31.79 -27.91 5.00 0.83 0.55 0.20 -0.18 0.67 0.45 5.00 0.80 1.44 -1.10 0.47 -0.34 -0.74 
12.94 3.86 -31.71 -27.85 5.00 0.83 0.56 0.20 -0.18 0.67 0.44 5.00 0.81 1.44 -1.10 0.47 -0.34 -0.73 
12.95 3.84 -31.64 -27.79 5.00 0.82 0.57 0.21 -0.18 0.68 0.43 5.00 0.81 1.44 -1.11 0.47 -0.35 -0.72 
12.96 3.82 -31.56 -27.73 5.00 0.82 0.57 0.21 -0.18 0.68 0.43 5.00 0.82 1.43 -1.12 0.47 -0.35 -0.71 
12.97 3.81 -31.48 -27.68 5.00 0.82 0.58 0.22 -0.18 0.69 0.42 5.00 0.82 1.43 -1.13 0.47 -0.36 -0.70 
12.98 3.79 -31.41 -27.62 5.00 0.82 0.59 0.22 -0.18 0.69 0.41 5.00 0.83 1.43 -1.13 0.47 -0.36 -0.69 
12.99 3.77 -31.34 -27.57 5.00 0.82 0.59 0.22 -0.18 0.70 0.40 5.00 0.83 1.42 -1.14 0.47 -0.37 -0.69 
13.00 3.75 -31.26 -27.51 5.00 0.81 0.60 0.23 -0.18 0.70 0.39 5.00 0.84 1.42 -1.15 0.47 -0.37 -0.68 
13.01 3.73 -31.19 -27.46 5.00 0.81 0.61 0.23 -0.18 0.71 0.38 5.00 0.84 1.42 -1.15 0.47 -0.38 -0.67 
13.02 3.71 -31.12 -27.41 5.00 0.81 0.62 0.24 -0.18 0.71 0.38 5.00 0.85 1.41 -1.16 0.47 -0.38 -0.66 
13.03 3.70 -31.05 -27.36 5.00 0.81 0.62 0.24 -0.18 0.72 0.37 5.00 0.85 1.41 -1.17 0.47 -0.39 -0.65 
13.04 3.68 -30.98 -27.30 5.00 0.81 0.63 0.24 -0.18 0.72 0.36 5.00 0.86 1.40 -1.17 0.47 -0.39 -0.64 
13.05 3.66 -30.92 -27.25 5.00 0.81 0.64 0.25 -0.18 0.73 0.35 5.00 0.86 1.40 -1.18 0.47 -0.40 -0.64 
13.06 3.65 -30.85 -27.20 5.00 0.80 0.64 0.25 -0.18 0.73 0.34 5.00 0.86 1.40 -1.18 0.47 -0.40 -0.63 
13.07 3.63 -30.79 -27.16 5.00 0.80 0.65 0.25 -0.18 0.74 0.33 5.00 0.87 1.39 -1.19 0.46 -0.41 -0.62 
13.08 3.61 -30.72 -27.11 5.00 0.80 0.66 0.26 -0.18 0.74 0.32 5.00 0.87 1.39 -1.20 0.46 -0.41 -0.61 
13.09 3.60 -30.66 -27.06 5.00 0.80 0.67 0.26 -0.18 0.74 0.32 5.00 0.88 1.38 -1.20 0.46 -0.42 -0.60 
13.10 3.58 -30.59 -27.01 5.00 0.80 0.67 0.26 -0.18 0.75 0.31 5.00 0.88 1.38 -1.21 0.46 -0.42 -0.59 
13.11 3.57 -30.53 -26.97 5.00 0.79 0.68 0.27 -0.18 0.75 0.30 5.00 0.89 1.38 -1.22 0.46 -0.42 -0.59 
13.12 3.55 -30.47 -26.92 5.00 0.79 0.69 0.27 -0.18 0.76 0.29 5.00 0.89 1.37 -1.22 0.46 -0.43 -0.58 
13.13 3.54 -30.41 -26.88 5.00 0.79 0.70 0.27 -0.18 0.76 0.28 5.00 0.90 1.37 -1.23 0.46 -0.43 -0.57 
13.14 3.52 -30.35 -26.83 5.00 0.79 0.70 0.27 -0.18 0.76 0.27 5.00 0.90 1.36 -1.23 0.46 -0.44 -0.56 
13.15 3.51 -30.29 -26.79 5.00 0.79 0.71 0.28 -0.18 0.77 0.27 5.00 0.91 1.36 -1.24 0.46 -0.44 -0.55 
13.16 3.49 -30.24 -26.75 5.00 0.79 0.72 0.28 -0.18 0.77 0.26 5.00 0.91 1.35 -1.24 0.46 -0.44 -0.54 
13.17 3.48 -30.18 -26.70 5.00 0.78 0.73 0.28 -0.18 0.78 0.25 5.00 0.92 1.35 -1.25 0.46 -0.45 -0.54 
13.18 3.46 -30.12 -26.66 5.00 0.78 0.74 0.28 -0.18 0.78 0.24 5.00 0.92 1.34 -1.25 0.46 -0.45 -0.53 
13.19 3.45 -30.07 -26.62 5.00 0.78 0.74 0.29 -0.17 0.78 0.23 5.00 0.92 1.34 -1.26 0.46 -0.45 -0.52 
13.20 3.44 -30.02 -26.58 5.00 0.78 0.75 0.29 -0.17 0.79 0.22 5.00 0.93 1.34 -1.26 0.46 -0.46 -0.51 
13.21 3.42 -29.96 -26.54 5.00 0.78 0.76 0.29 -0.17 0.79 0.22 5.00 0.93 1.33 -1.27 0.46 -0.46 -0.50 
13.22 3.41 -29.91 -26.50 5.00 0.78 0.77 0.29 -0.17 0.79 0.21 5.00 0.94 1.33 -1.27 0.46 -0.46 -0.49 
13.23 3.40 -29.86 -26.46 5.00 0.77 0.78 0.29 -0.17 0.79 0.20 5.00 0.94 1.32 -1.28 0.45 -0.47 -0.48 
13.24 3.38 -29.81 -26.43 5.00 0.77 0.78 0.30 -0.17 0.80 0.19 5.00 0.95 1.32 -1.28 0.45 -0.47 -0.48 
13.25 3.37 -29.76 -26.39 5.00 0.77 0.79 0.30 -0.17 0.80 0.18 5.00 0.95 1.31 -1.29 0.45 -0.47 -0.47 
13.26 3.36 -29.71 -26.35 5.00 0.77 0.80 0.30 -0.17 0.80 0.17 5.00 0.96 1.31 -1.29 0.45 -0.47 -0.46 
13.27 3.35 -29.66 -26.32 5.00 0.77 0.81 0.30 -0.17 0.81 0.17 5.00 0.96 1.30 -1.30 0.45 -0.48 -0.45 
13.28 3.34 -29.62 -26.28 5.00 0.77 0.82 0.30 -0.17 0.81 0.16 5.00 0.97 1.30 -1.30 0.45 -0.48 -0.44 
13.29 3.32 -29.57 -26.25 5.00 0.76 0.82 0.31 -0.17 0.81 0.15 5.00 0.97 1.29 -1.31 0.45 -0.48 -0.43 
13.30 3.31 -29.52 -26.21 5.00 0.76 0.83 0.31 -0.16 0.81 0.14 5.00 0.97 1.29 -1.31 0.45 -0.48 -0.43 
13.31 3.30 -29.48 -26.18 5.00 0.76 0.84 0.31 -0.16 0.82 0.13 5.00 0.98 1.28 -1.31 0.45 -0.49 -0.42 
13.32 3.29 -29.44 -26.15 5.00 0.76 0.85 0.31 -0.16 0.82 0.12 5.00 0.98 1.28 -1.32 0.45 -0.49 -0.41 
13.33 3.28 -29.39 -26.11 5.00 0.76 0.86 0.31 -0.16 0.82 0.12 5.00 0.99 1.27 -1.32 0.44 -0.49 -0.40 
13.34 3.27 -29.35 -26.08 5.00 0.76 0.86 0.31 -0.16 0.82 0.11 5.00 0.99 1.27 -1.33 0.44 -0.49 -0.39 
13.35 3.26 -29.31 -26.05 5.00 0.75 0.87 0.31 -0.16 0.82 0.10 5.00 1.00 1.26 -1.33 0.44 -0.50 -0.38 
